recency,frequency,monetary,R_score,F_score,M_score,RFM_Cell,segment
573,1,119.97,1,5,4,154,Regular Customer
226,1,59.9,3,5,2,352,Regular Customer
125,2,121.30000000000001,4,5,4,454,Regular Customer
339,1,164.9,2,5,4,254,Regular Customer
195,1,79.0,3,5,3,353,Regular Customer
150,1,14.89,4,5,1,451,Regular Customer
103,1,74.99,4,5,3,453,Regular Customer
24,1,527.9,5,5,5,555,VIP Customer
521,1,2999.89,1,5,5,155,Regular Customer
492,1,729.9,1,5,5,155,Regular Customer
23,1,79.0,5,5,3,553,Regular Customer
186,1,149.9,3,5,4,354,Regular Customer
166,1,77.9,4,5,3,453,Regular Customer
423,1,89.9,1,5,3,153,Regular Customer
226,1,92.5,3,5,3,353,Regular Customer
150,1,22.5,4,5,1,451,Regular Customer
411,1,89.0,1,5,3,153,Regular Customer
274,1,416.0,2,5,5,255,Regular Customer
488,1,129.9,1,5,4,154,Regular Customer
418,1,139.9,1,5,4,154,Regular Customer
423,1,205.0,1,5,5,155,Regular Customer
277,1,758.36,2,5,5,255,Regular Customer
489,1,98.0,1,5,3,153,Regular Customer
13,1,49.6,5,5,2,552,Regular Customer
465,1,69.9,1,5,2,152,Regular Customer
339,1,134.9,2,5,4,254,Regular Customer
296,1,84.99,2,5,3,253,Regular Customer
125,1,159.49,4,5,4,454,Regular Customer
279,1,23.99,2,5,1,251,Regular Customer
271,2,1388.0,2,5,5,255,Regular Customer
23,1,135.0,5,5,4,554,VIP Customer
521,1,580.27,1,5,5,155,Regular Customer
23,1,29.99,5,5,1,551,Regular Customer
113,1,88.0,4,5,3,453,Regular Customer
125,1,89.99,4,5,3,453,Regular Customer
17,1,79.0,5,5,3,553,Regular Customer
232,1,74.9,3,5,3,353,Regular Customer
192,1,115.0,3,5,4,354,Regular Customer
249,1,659.0,3,5,5,355,Regular Customer
113,1,69.9,4,5,2,452,Regular Customer
223,1,159.0,3,5,4,354,Regular Customer
81,1,55.0,5,5,2,552,Regular Customer
278,1,79.99,2,5,3,253,Regular Customer
232,1,79.89,3,5,3,353,Regular Customer
127,1,79.0,4,5,3,453,Regular Customer
64,1,79.9,5,5,3,553,Regular Customer
117,1,819.99,4,5,5,455,VIP Customer
373,1,138.0,2,5,4,254,Regular Customer
269,1,89.99,2,5,3,253,Regular Customer
55,1,45.0,5,5,2,552,Regular Customer
161,1,56.97,4,5,2,452,Regular Customer
149,1,53.9,4,5,2,452,Regular Customer
172,1,126.4,4,5,4,454,Regular Customer
297,1,374.9,2,5,5,255,Regular Customer
227,1,33.8,3,5,1,351,Regular Customer
246,1,109.99,3,5,4,354,Regular Customer
136,1,79.99,4,5,3,453,Regular Customer
227,1,129.0,3,5,4,354,Regular Customer
380,1,17.8,2,5,1,251,Regular Customer
226,1,109.97,3,5,4,354,Regular Customer
291,1,139.9,2,5,4,254,Regular Customer
108,1,34.99,4,5,1,451,Regular Customer
66,1,25.4,5,5,1,551,Regular Customer
111,1,220.64,4,5,5,455,VIP Customer
117,2,68.54,4,5,2,452,Regular Customer
515,1,29.0,1,5,1,151,Regular Customer
311,1,39.99,2,5,2,252,Regular Customer
196,1,229.99,3,5,5,355,Regular Customer
76,1,92.5,5,5,3,553,Regular Customer
277,1,59.99,2,5,2,252,Regular Customer
147,1,45.9,4,5,2,452,Regular Customer
383,1,145.99,1,5,4,154,Regular Customer
119,1,39.9,4,5,1,451,Regular Customer
156,1,82.99,4,5,3,453,Regular Customer
88,1,49.9,5,5,2,552,Regular Customer
28,1,23.9,5,5,1,551,Regular Customer
390,1,129.9,1,5,4,154,Regular Customer
39,1,19.9,5,5,1,551,Regular Customer
279,1,159.9,2,5,4,254,Regular Customer
188,1,44.0,3,5,2,352,Regular Customer
400,1,116.9,1,5,4,154,Regular Customer
201,1,75.0,3,5,3,353,Regular Customer
211,1,19.99,3,5,1,351,Regular Customer
207,1,29.99,3,5,1,351,Regular Customer
351,2,230.9,2,5,5,255,Regular Customer
448,1,130.0,1,5,4,154,Regular Customer
114,1,29.99,4,5,1,451,Regular Customer
149,1,55.0,4,5,2,452,Regular Customer
171,1,349.9,4,5,5,455,VIP Customer
268,1,38.8,3,5,1,351,Regular Customer
573,1,309.9,1,5,5,155,Regular Customer
256,1,115.0,3,5,4,354,Regular Customer
484,1,179.92,1,5,5,155,Regular Customer
36,1,28.9,5,5,1,551,Regular Customer
421,1,59.9,1,5,2,152,Regular Customer
43,1,92.0,5,5,3,553,Regular Customer
269,2,382.0,2,5,5,255,Regular Customer
256,1,69.9,3,5,2,352,Regular Customer
333,1,58.99,2,5,2,252,Regular Customer
204,1,20.99,3,5,1,351,Regular Customer
97,1,579.0,4,5,5,455,VIP Customer
270,1,149.9,2,5,4,254,Regular Customer
169,1,104.0,4,5,3,453,Regular Customer
578,1,124.0,1,5,4,154,Regular Customer
232,1,23.21,3,5,1,351,Regular Customer
429,1,69.9,1,5,2,152,Regular Customer
203,1,669.99,3,5,5,355,Regular Customer
69,1,80.38,5,5,3,553,Regular Customer
228,1,66.0,3,5,2,352,Regular Customer
286,1,25.99,2,5,1,251,Regular Customer
231,1,24.9,3,5,1,351,Regular Customer
111,1,119.99,4,5,4,454,Regular Customer
411,1,129.9,1,5,4,154,Regular Customer
491,1,48.0,1,5,2,152,Regular Customer
240,1,79.9,3,5,3,353,Regular Customer
127,2,1821.73,4,5,5,455,VIP Customer
206,1,39.9,3,5,1,351,Regular Customer
23,1,69.9,5,5,2,552,Regular Customer
200,1,259.0,3,5,5,355,Regular Customer
123,1,87.67,4,5,3,453,Regular Customer
269,1,75.0,2,5,3,253,Regular Customer
126,1,228.0,4,5,5,455,VIP Customer
557,1,229.9,1,5,5,155,Regular Customer
160,1,29.99,4,5,1,451,Regular Customer
270,1,39.79,2,5,1,251,Regular Customer
217,1,227.8,3,5,5,355,Regular Customer
43,1,129.0,5,5,4,554,VIP Customer
434,1,49.9,1,5,2,152,Regular Customer
289,1,225.9,2,5,5,255,Regular Customer
310,1,146.99,2,5,4,254,Regular Customer
118,1,99.9,4,5,3,453,Regular Customer
109,1,14.49,4,5,1,451,Regular Customer
324,1,37.8,2,5,1,251,Regular Customer
57,1,89.49,5,5,3,553,Regular Customer
165,1,35.0,4,5,1,451,Regular Customer
158,1,17.99,4,5,1,451,Regular Customer
13,1,66.99,5,5,2,552,Regular Customer
28,1,35.0,5,5,1,551,Regular Customer
261,1,89.9,3,5,3,353,Regular Customer
56,1,45.0,5,5,2,552,Regular Customer
407,1,49.9,1,5,2,152,Regular Customer
44,1,109.0,5,5,3,553,Regular Customer
133,1,119.0,4,5,4,454,Regular Customer
458,1,14.9,1,5,1,151,Regular Customer
16,1,43.99,5,5,2,552,Regular Customer
165,1,21.9,4,5,1,451,Regular Customer
133,1,39.8,4,5,1,451,Regular Customer
269,2,76.0,2,5,3,253,Regular Customer
162,1,219.9,4,5,5,455,VIP Customer
11,1,49.9,5,5,2,552,Regular Customer
390,1,45.0,1,5,2,152,Regular Customer
115,1,144.0,4,5,4,454,Regular Customer
161,1,122.99,4,5,4,454,Regular Customer
581,1,128.9,1,5,4,154,Regular Customer
18,1,55.0,5,5,2,552,Regular Customer
306,1,111.9,2,5,4,254,Regular Customer
81,1,185.0,5,5,5,555,VIP Customer
10,1,29.9,5,5,1,551,Regular Customer
81,1,105.0,5,5,3,553,Regular Customer
171,1,11.9,4,5,1,451,Regular Customer
441,1,41.78,1,5,2,152,Regular Customer
367,1,69.99,2,5,3,253,Regular Customer
177,1,53.9,4,5,2,452,Regular Customer
7,1,149.0,5,5,4,554,VIP Customer
98,1,18.0,4,5,1,451,Regular Customer
276,1,49.0,2,5,2,252,Regular Customer
196,1,169.9,3,5,4,354,Regular Customer
385,1,449.70000000000005,1,5,5,155,Regular Customer
426,1,79.9,1,5,3,153,Regular Customer
136,1,89.9,4,5,3,453,Regular Customer
326,1,159.99,2,5,4,254,Regular Customer
254,1,105.0,3,5,3,353,Regular Customer
26,1,105.0,5,5,3,553,Regular Customer
17,1,56.54,5,5,2,552,Regular Customer
160,1,192.0,4,5,5,455,VIP Customer
217,1,49.99,3,5,2,352,Regular Customer
183,1,59.8,3,5,2,352,Regular Customer
269,1,51.6,2,5,2,252,Regular Customer
89,1,21.5,5,5,1,551,Regular Customer
14,1,429.9,5,5,5,555,VIP Customer
472,1,18.9,1,5,1,151,Regular Customer
88,1,724.0,5,5,5,555,VIP Customer
386,1,18.0,1,5,1,151,Regular Customer
202,1,89.0,3,5,3,353,Regular Customer
40,1,45.49,5,5,2,552,Regular Customer
282,1,44.97,2,5,2,252,Regular Customer
314,1,77.0,2,5,3,253,Regular Customer
221,1,60.0,3,5,2,352,Regular Customer
21,1,429.9,5,5,5,555,VIP Customer
166,1,278.0,4,5,5,455,VIP Customer
220,1,49.9,3,5,2,352,Regular Customer
352,1,315.0,2,5,5,255,Regular Customer
189,1,150.0,3,5,4,354,Regular Customer
27,1,169.9,5,5,4,554,VIP Customer
411,1,49.0,1,5,2,152,Regular Customer
260,1,59.97,3,5,2,352,Regular Customer
165,1,199.0,4,5,5,455,VIP Customer
481,1,129.9,1,5,4,154,Regular Customer
489,1,29.0,1,5,1,151,Regular Customer
99,1,112.99,4,5,4,454,Regular Customer
14,1,21.99,5,5,1,551,Regular Customer
163,1,156.99,4,5,4,454,Regular Customer
188,1,144.99,3,5,4,354,Regular Customer
117,1,70.0,4,5,3,453,Regular Customer
138,1,999.9,4,5,5,455,VIP Customer
16,1,56.9,5,5,2,552,Regular Customer
506,1,69.9,1,5,2,152,Regular Customer
204,1,99.99,3,5,3,353,Regular Customer
39,1,19.9,5,5,1,551,Regular Customer
27,1,269.0,5,5,5,555,VIP Customer
333,1,189.9,2,5,5,255,Regular Customer
402,1,79.9,1,5,3,153,Regular Customer
39,1,50.2,5,5,2,552,Regular Customer
390,1,29.9,1,5,1,151,Regular Customer
485,1,18.99,1,5,1,151,Regular Customer
20,1,139.9,5,5,4,554,VIP Customer
345,2,252.78,2,5,5,255,Regular Customer
564,1,194.8,1,5,5,155,Regular Customer
313,1,44.9,2,5,2,252,Regular Customer
380,1,39.9,2,5,1,251,Regular Customer
177,1,85.0,4,5,3,453,Regular Customer
211,1,12.77,3,5,1,351,Regular Customer
186,1,140.0,3,5,4,354,Regular Customer
145,1,35.9,4,5,1,451,Regular Customer
155,1,39.0,4,5,1,451,Regular Customer
316,1,349.9,2,5,5,255,Regular Customer
182,1,89.9,3,5,3,353,Regular Customer
134,1,169.9,4,5,4,454,Regular Customer
13,1,179.9,5,5,4,554,VIP Customer
65,1,79.9,5,5,3,553,Regular Customer
4,1,299.0,5,5,5,555,VIP Customer
66,1,145.89,5,5,4,554,VIP Customer
124,1,63.72,4,5,2,452,Regular Customer
246,1,109.9,3,5,3,353,Regular Customer
216,1,299.0,3,5,5,355,Regular Customer
379,1,30.0,2,5,1,251,Regular Customer
194,1,59.98,3,5,2,352,Regular Customer
41,1,24.0,5,5,1,551,Regular Customer
161,1,138.0,4,5,4,454,Regular Customer
420,1,279.0,1,5,5,155,Regular Customer
91,2,159.6,5,5,4,554,VIP Customer
427,1,49.0,1,5,2,152,Regular Customer
282,1,108.0,2,5,3,253,Regular Customer
323,1,19.9,2,5,1,251,Regular Customer
465,1,104.0,1,5,3,153,Regular Customer
181,1,119.99,3,5,4,354,Regular Customer
293,1,7.6,2,5,1,251,Regular Customer
225,1,69.9,3,5,2,352,Regular Customer
168,1,52.74,4,5,2,452,Regular Customer
392,1,69.0,1,5,2,152,Regular Customer
227,1,147.0,3,5,4,354,Regular Customer
316,1,79.49,2,5,3,253,Regular Customer
206,1,119.8,3,5,4,354,Regular Customer
147,1,163.98,4,5,4,454,Regular Customer
357,1,98.63,2,5,3,253,Regular Customer
190,1,49.0,3,5,2,352,Regular Customer
13,1,166.9,5,5,4,554,VIP Customer
110,1,34.9,4,5,1,451,Regular Customer
128,1,300.0,4,5,5,455,VIP Customer
28,1,52.9,5,5,2,552,Regular Customer
393,1,74.99,1,5,3,153,Regular Customer
35,2,320.96,5,5,5,555,VIP Customer
562,1,6.0,1,5,1,151,Regular Customer
254,1,105.0,3,5,3,353,Regular Customer
206,1,13.99,3,5,1,351,Regular Customer
385,1,90.0,1,5,3,153,Regular Customer
8,1,141.61,5,5,4,554,VIP Customer
153,1,120.0,4,5,4,454,Regular Customer
22,1,77.74,5,5,3,553,Regular Customer
391,1,57.5,1,5,2,152,Regular Customer
159,1,99.0,4,5,3,453,Regular Customer
274,1,643.4,2,5,5,255,Regular Customer
572,1,192.0,1,5,5,155,Regular Customer
539,1,74.9,1,5,3,153,Regular Customer
376,1,176.26,2,5,4,254,Regular Customer
166,1,165.0,4,5,4,454,Regular Customer
564,1,146.0,1,5,4,154,Regular Customer
139,1,69.9,4,5,2,452,Regular Customer
395,1,335.43,1,5,5,155,Regular Customer
14,1,79.99,5,5,3,553,Regular Customer
265,1,69.0,3,5,2,352,Regular Customer
150,1,69.99,4,5,3,453,Regular Customer
310,1,1437.0,2,5,5,255,Regular Customer
155,1,109.0,4,5,3,453,Regular Customer
332,1,40.9,2,5,2,252,Regular Customer
219,1,139.65,3,5,4,354,Regular Customer
111,1,148.0,4,5,4,454,Regular Customer
271,1,69.99,2,5,3,253,Regular Customer
215,1,139.99,3,5,4,354,Regular Customer
108,1,118.0,4,5,4,454,Regular Customer
395,1,93.99,1,5,3,153,Regular Customer
169,1,49.9,4,5,2,452,Regular Customer
403,1,49.97,1,5,2,152,Regular Customer
583,1,225.98,1,5,5,155,Regular Customer
266,1,99.9,3,5,3,353,Regular Customer
228,1,39.8,3,5,1,351,Regular Customer
34,1,21.52,5,5,1,551,Regular Customer
148,1,89.8,4,5,3,453,Regular Customer
538,2,118.80000000000001,1,5,4,154,Regular Customer
314,1,431.12,2,5,5,255,Regular Customer
56,1,299.45,5,5,5,555,VIP Customer
479,1,69.99,1,5,3,153,Regular Customer
335,1,19.9,2,5,1,251,Regular Customer
400,1,69.0,1,5,2,152,Regular Customer
284,1,179.79,2,5,4,254,Regular Customer
65,1,35.0,5,5,1,551,Regular Customer
343,1,60.89,2,5,2,252,Regular Customer
399,1,68.9,1,5,2,152,Regular Customer
204,1,29.99,3,5,1,351,Regular Customer
8,1,129.9,5,5,4,554,VIP Customer
269,1,119.9,2,5,4,254,Regular Customer
15,1,69.9,5,5,2,552,Regular Customer
471,1,126.99,1,5,4,154,Regular Customer
329,1,899.99,2,5,5,255,Regular Customer
324,1,16.0,2,5,1,251,Regular Customer
353,1,129.0,2,5,4,254,Regular Customer
398,1,34.99,1,5,1,151,Regular Customer
237,1,137.99,3,5,4,354,Regular Customer
53,1,21.0,5,5,1,551,Regular Customer
353,1,179.99,2,5,5,255,Regular Customer
211,1,49.9,3,5,2,352,Regular Customer
441,1,61.8,1,5,2,152,Regular Customer
33,1,21.5,5,5,1,551,Regular Customer
122,1,34.9,4,5,1,451,Regular Customer
553,1,19.9,1,5,1,151,Regular Customer
253,1,295.0,3,5,5,355,Regular Customer
64,1,84.0,5,5,3,553,Regular Customer
311,1,24.8,2,5,1,251,Regular Customer
218,1,330.0,3,5,5,355,Regular Customer
121,1,77.98,4,5,3,453,Regular Customer
226,1,159.0,3,5,4,354,Regular Customer
436,1,179.8,1,5,4,154,Regular Customer
24,1,45.0,5,5,2,552,Regular Customer
163,1,81.99,4,5,3,453,Regular Customer
175,1,69.9,4,5,2,452,Regular Customer
456,1,32.9,1,5,1,151,Regular Customer
457,1,19.99,1,5,1,151,Regular Customer
60,1,114.9,5,5,4,554,VIP Customer
342,1,59.9,2,5,2,252,Regular Customer
449,1,46.4,1,5,2,152,Regular Customer
143,1,29.98,4,5,1,451,Regular Customer
26,1,267.6,5,5,5,555,VIP Customer
380,1,55.99,2,5,2,252,Regular Customer
309,1,113.0,2,5,4,254,Regular Customer
170,1,10.99,4,5,1,451,Regular Customer
157,1,39.9,4,5,1,451,Regular Customer
80,1,114.9,5,5,4,554,VIP Customer
278,1,62.7,2,5,2,252,Regular Customer
226,1,54.39,3,5,2,352,Regular Customer
321,2,80.99000000000001,2,5,3,253,Regular Customer
118,1,63.5,4,5,2,452,Regular Customer
254,1,12.95,3,5,1,351,Regular Customer
287,1,99.0,2,5,3,253,Regular Customer
58,1,249.9,5,5,5,555,VIP Customer
296,1,134.9,2,5,4,254,Regular Customer
56,1,27.9,5,5,1,551,Regular Customer
279,1,184.0,2,5,5,255,Regular Customer
270,2,101.4,2,5,3,253,Regular Customer
250,1,89.99,3,5,3,353,Regular Customer
281,2,50.99,2,5,2,252,Regular Customer
142,1,152.0,4,5,4,454,Regular Customer
289,1,270.0,2,5,5,255,Regular Customer
14,1,259.8,5,5,5,555,VIP Customer
20,1,37.0,5,5,1,551,Regular Customer
261,1,50.9,3,5,2,352,Regular Customer
199,1,24.9,3,5,1,351,Regular Customer
118,1,110.0,4,5,4,454,Regular Customer
54,1,49.9,5,5,2,552,Regular Customer
393,1,105.0,1,5,3,153,Regular Customer
205,1,13.65,3,5,1,351,Regular Customer
195,1,35.99,3,5,1,351,Regular Customer
443,1,449.9,1,5,5,155,Regular Customer
280,1,190.83,2,5,5,255,Regular Customer
535,1,27.9,1,5,1,151,Regular Customer
353,1,290.0,2,5,5,255,Regular Customer
122,1,799.0,4,5,5,455,VIP Customer
405,1,376.99,1,5,5,155,Regular Customer
463,1,16.04,1,5,1,151,Regular Customer
418,1,88.2,1,5,3,153,Regular Customer
59,1,11.04,5,5,1,551,Regular Customer
529,1,19.99,1,5,1,151,Regular Customer
7,1,47.5,5,5,2,552,Regular Customer
127,1,99.99,4,5,3,453,Regular Customer
161,1,17.9,4,5,1,451,Regular Customer
310,1,115.19999999999999,2,5,4,254,Regular Customer
438,1,139.9,1,5,4,154,Regular Customer
370,1,7.0,2,5,1,251,Regular Customer
209,1,89.99,3,5,3,353,Regular Customer
182,1,19.9,3,5,1,351,Regular Customer
22,1,44.99,5,5,2,552,Regular Customer
117,1,599.99,4,5,5,455,VIP Customer
6,1,340.0,5,5,5,555,VIP Customer
409,1,69.99,1,5,3,153,Regular Customer
259,1,129.9,3,5,4,354,Regular Customer
391,1,111.9,1,5,4,154,Regular Customer
561,1,299.99,1,5,5,155,Regular Customer
279,1,229.99,2,5,5,255,Regular Customer
106,1,69.9,4,5,2,452,Regular Customer
558,1,8.97,1,5,1,151,Regular Customer
239,1,69.9,3,5,2,352,Regular Customer
295,1,69.9,2,5,2,252,Regular Customer
13,1,59.9,5,5,2,552,Regular Customer
79,1,289.9,5,5,5,555,VIP Customer
279,1,24.99,2,5,1,251,Regular Customer
523,1,19.9,1,5,1,151,Regular Customer
136,1,43.8,4,5,2,452,Regular Customer
492,1,49.99,1,5,2,152,Regular Customer
227,1,199.99,3,5,5,355,Regular Customer
43,1,58.9,5,5,2,552,Regular Customer
305,2,235.8,2,5,5,255,Regular Customer
206,1,195.8,3,5,5,355,Regular Customer
146,1,503.34,4,5,5,455,VIP Customer
167,1,70.0,4,5,3,453,Regular Customer
140,1,31.9,4,5,1,451,Regular Customer
36,1,172.0,5,5,4,554,VIP Customer
332,1,159.9,2,5,4,254,Regular Customer
261,1,114.38,3,5,4,354,Regular Customer
108,1,118.0,4,5,4,454,Regular Customer
308,1,322.7,2,5,5,255,Regular Customer
535,1,19.9,1,5,1,151,Regular Customer
103,1,69.9,4,5,2,452,Regular Customer
203,1,76.9,3,5,3,353,Regular Customer
438,1,112.8,1,5,4,154,Regular Customer
112,1,230.0,4,5,5,455,VIP Customer
164,1,139.6,4,5,4,454,Regular Customer
269,1,143.8,2,5,4,254,Regular Customer
72,1,88.5,5,5,3,553,Regular Customer
557,1,21.99,1,5,1,151,Regular Customer
139,1,24.99,4,5,1,451,Regular Customer
80,1,76.9,5,5,3,553,Regular Customer
68,1,36.5,5,5,1,551,Regular Customer
8,1,149.9,5,5,4,554,VIP Customer
128,1,42.5,4,5,2,452,Regular Customer
292,1,129.99,2,5,4,254,Regular Customer
278,1,129.99,2,5,4,254,Regular Customer
267,1,49.99,3,5,2,352,Regular Customer
282,1,129.99,2,5,4,254,Regular Customer
145,1,71.32,4,5,3,453,Regular Customer
236,1,45.0,3,5,2,352,Regular Customer
150,1,109.97,4,5,4,454,Regular Customer
208,1,109.9,3,5,3,353,Regular Customer
279,1,89.99,2,5,3,253,Regular Customer
500,1,32.99,1,5,1,151,Regular Customer
374,1,86.8,2,5,3,253,Regular Customer
511,1,49.7,1,5,2,152,Regular Customer
484,1,141.9,1,5,4,154,Regular Customer
204,1,74.9,3,5,3,353,Regular Customer
2,1,49.0,5,5,2,552,Regular Customer
313,1,66.9,2,5,2,252,Regular Customer
502,1,26.0,1,5,1,151,Regular Customer
274,1,109.9,2,5,3,253,Regular Customer
342,1,117.99,2,5,4,254,Regular Customer
49,1,22.0,5,5,1,551,Regular Customer
191,1,144.41,3,5,4,354,Regular Customer
470,1,31.9,1,5,1,151,Regular Customer
212,1,122.99,3,5,4,354,Regular Customer
65,1,64.99,5,5,2,552,Regular Customer
397,1,97.9,1,5,3,153,Regular Customer
16,1,59.0,5,5,2,552,Regular Customer
441,1,56.9,1,5,2,152,Regular Customer
135,1,199.99,4,5,5,455,VIP Customer
415,1,31.9,1,5,1,151,Regular Customer
401,1,205.0,1,5,5,155,Regular Customer
32,1,438.0,5,5,5,555,VIP Customer
102,1,89.9,4,5,3,453,Regular Customer
122,1,35.99,4,5,1,451,Regular Customer
475,1,18.99,1,5,1,151,Regular Customer
205,1,78.0,3,5,3,353,Regular Customer
112,1,169.9,4,5,4,454,Regular Customer
157,1,198.0,4,5,5,455,VIP Customer
133,1,725.0,4,5,5,455,VIP Customer
173,1,117.7,4,5,4,454,Regular Customer
346,1,239.99,2,5,5,255,Regular Customer
463,1,99.99,1,5,3,153,Regular Customer
101,1,77.98,4,5,3,453,Regular Customer
280,1,24.5,2,5,1,251,Regular Customer
79,1,114.0,5,5,4,554,VIP Customer
135,1,199.99,4,5,5,455,VIP Customer
66,1,104.9,5,5,3,553,Regular Customer
384,1,135.0,1,5,4,154,Regular Customer
197,1,49.9,3,5,2,352,Regular Customer
178,1,99.9,3,5,3,353,Regular Customer
358,1,170.0,2,5,4,254,Regular Customer
323,1,89.99,2,5,3,253,Regular Customer
238,1,189.0,3,5,5,355,Regular Customer
17,1,219.0,5,5,5,555,VIP Customer
72,1,169.99,5,5,4,554,VIP Customer
568,1,64.9,1,5,2,152,Regular Customer
112,1,139.8,4,5,4,454,Regular Customer
422,1,102.9,1,5,3,153,Regular Customer
74,1,139.9,5,5,4,554,VIP Customer
13,1,49.99,5,5,2,552,Regular Customer
397,1,292.4,1,5,5,155,Regular Customer
352,1,118.0,2,5,4,254,Regular Customer
233,1,69.9,3,5,2,352,Regular Customer
278,1,155.0,2,5,4,254,Regular Customer
541,1,119.6,1,5,4,154,Regular Customer
139,1,20.59,4,5,1,451,Regular Customer
526,1,129.99,1,5,4,154,Regular Customer
281,1,299.25,2,5,5,255,Regular Customer
79,2,197.35000000000002,5,5,5,555,VIP Customer
291,1,49.9,2,5,2,252,Regular Customer
425,1,45.9,1,5,2,152,Regular Customer
275,1,87.5,2,5,3,253,Regular Customer
473,1,435.55,1,5,5,155,Regular Customer
406,1,69.9,1,5,2,152,Regular Customer
120,1,99.9,4,5,3,453,Regular Customer
8,1,65.52,5,5,2,552,Regular Customer
59,1,188.99,5,5,5,555,VIP Customer
343,1,286.4,2,5,5,255,Regular Customer
262,1,59.0,3,5,2,352,Regular Customer
164,1,19.5,4,5,1,451,Regular Customer
29,1,599.0,5,5,5,555,VIP Customer
448,1,49.0,1,5,2,152,Regular Customer
475,1,59.99,1,5,2,152,Regular Customer
65,1,63.3,5,5,2,552,Regular Customer
156,1,139.0,4,5,4,454,Regular Customer
205,1,120.0,3,5,4,354,Regular Customer
491,1,69.9,1,5,2,152,Regular Customer
513,1,27.9,1,5,1,151,Regular Customer
198,1,124.9,3,5,4,354,Regular Customer
248,1,29.99,3,5,1,351,Regular Customer
296,1,146.0,2,5,4,254,Regular Customer
287,1,248.99,2,5,5,255,Regular Customer
354,1,119.9,2,5,4,254,Regular Customer
265,1,72.99,3,5,3,353,Regular Customer
544,1,159.99,1,5,4,154,Regular Customer
294,1,83.99,2,5,3,253,Regular Customer
300,1,249.9,2,5,5,255,Regular Customer
371,1,120.9,2,5,4,254,Regular Customer
262,1,134.9,3,5,4,354,Regular Customer
120,1,24.9,4,5,1,451,Regular Customer
139,1,169.0,4,5,4,454,Regular Customer
331,1,179.0,2,5,4,254,Regular Customer
294,1,43.99,2,5,2,252,Regular Customer
239,2,198.8,3,5,5,355,Regular Customer
369,1,89.9,2,5,3,253,Regular Customer
178,1,398.0,3,5,5,355,Regular Customer
492,1,69.9,1,5,2,152,Regular Customer
278,1,79.0,2,5,3,253,Regular Customer
219,1,89.0,3,5,3,353,Regular Customer
209,1,174.9,3,5,4,354,Regular Customer
132,1,59.0,4,5,2,452,Regular Customer
127,1,13.99,4,5,1,451,Regular Customer
147,2,210.0,4,5,5,455,VIP Customer
491,1,13.98,1,5,1,151,Regular Customer
271,1,44.9,2,5,2,252,Regular Customer
55,1,85.5,5,5,3,553,Regular Customer
278,1,62.79,2,5,2,252,Regular Customer
48,1,118.8,5,5,4,554,VIP Customer
148,1,151.9,4,5,4,454,Regular Customer
125,1,53.9,4,5,2,452,Regular Customer
442,1,51.9,1,5,2,152,Regular Customer
433,1,115.0,1,5,4,154,Regular Customer
534,1,89.9,1,5,3,153,Regular Customer
538,1,139.0,1,5,4,154,Regular Customer
288,1,196.5,2,5,5,255,Regular Customer
106,1,45.75,4,5,2,452,Regular Customer
136,1,990.0,4,5,5,455,VIP Customer
154,1,129.9,4,5,4,454,Regular Customer
299,1,149.9,2,5,4,254,Regular Customer
191,1,115.0,3,5,4,354,Regular Customer
110,2,716.0,4,5,5,455,VIP Customer
279,1,49.9,2,5,2,252,Regular Customer
279,1,95.0,2,5,3,253,Regular Customer
44,1,39.0,5,5,1,551,Regular Customer
45,1,155.97,5,5,4,554,VIP Customer
482,1,129.99,1,5,4,154,Regular Customer
142,1,179.99,4,5,5,455,VIP Customer
133,1,18.75,4,5,1,451,Regular Customer
294,1,16.9,2,5,1,251,Regular Customer
75,1,79.99,5,5,3,553,Regular Customer
338,1,19.9,2,5,1,251,Regular Customer
540,1,45.0,1,5,2,152,Regular Customer
574,1,255.0,1,5,5,155,Regular Customer
23,1,169.0,5,5,4,554,VIP Customer
506,1,129.9,1,5,4,154,Regular Customer
75,1,514.0,5,5,5,555,VIP Customer
271,1,25.99,2,5,1,251,Regular Customer
10,1,74.99,5,5,3,553,Regular Customer
240,1,279.8,3,5,5,355,Regular Customer
338,1,239.9,2,5,5,255,Regular Customer
59,1,42.97,5,5,2,552,Regular Customer
169,1,66.0,4,5,2,452,Regular Customer
460,1,109.9,1,5,3,153,Regular Customer
288,1,190.83,2,5,5,255,Regular Customer
116,1,299.0,4,5,5,455,VIP Customer
168,1,24.9,4,5,1,451,Regular Customer
140,2,432.58000000000004,4,5,5,455,VIP Customer
72,2,139.8,5,5,4,554,VIP Customer
41,1,119.85,5,5,4,554,VIP Customer
185,2,396.99,3,5,5,355,Regular Customer
66,1,149.9,5,5,4,554,VIP Customer
191,1,149.0,3,5,4,354,Regular Customer
272,1,189.9,2,5,5,255,Regular Customer
2,1,36.9,5,5,1,551,Regular Customer
399,1,89.0,1,5,3,153,Regular Customer
451,1,50.0,1,5,2,152,Regular Customer
34,1,140.0,5,5,4,554,VIP Customer
423,1,89.99,1,5,3,153,Regular Customer
480,1,2249.0,1,5,5,155,Regular Customer
117,1,120.0,4,5,4,454,Regular Customer
167,1,225.15,4,5,5,455,VIP Customer
484,1,74.9,1,5,3,153,Regular Customer
496,1,113.0,1,5,4,154,Regular Customer
